Feature,Importance,AbsImportance
Game5_LifeSum_Score,0.4239034502790955,0.4239034502790955
Arm_MDF_EMG,0.3688896636415198,0.3688896636415198
Mean_RR_ms_ECG,0.2997536398754947,0.2997536398754947
Neck_Max_Amp_EMG,0.2947808295139398,0.2947808295139398
fixation_count_Eye,0.28155434134454493,0.28155434134454493
saccade_count_Eye,0.28155434134454493,0.28155434134454493
sampling_rate_est_Eye,0.2725516609308565,0.2725516609308565
宜人性_Psy,0.23681022169115126,0.23681022169115126
外向性_Psy,0.22396565652498052,0.22396565652498052
神经质_Psy,0.21076943412507348,0.21076943412507348
Neck_iEMG_EMG,0.20540220931579253,0.20540220931579253
Pre_DBP_BPHR,0.19927239942799607,0.19927239942799607
fixation_freq_Eye,0.19838531689858,0.19838531689858
avg_pupil_R_Eye,0.1968412007593891,0.1968412007593891
开放性_Psy,0.19197209322195433,0.19197209322195433
Pre_SBP_BPHR,0.15798278462893686,0.15798278462893686
主动_Psy,0.13781519059527217,0.13781519059527217
avg_saccade_amp_deg_Eye,0.13250341508388633,0.13250341508388633
avg_blink_dur_ms_Eye,0.09039770594115339,0.09039770594115339
gaze_pitch_std_Eye,0.0056559469686551875,0.0056559469686551875
