Feature,Importance,AbsImportance
Game5_LifeSum_Score,0.10260262467801667,0.10260262467801667
avg_pupil_L_Eye,0.10249071561361885,0.10249071561361885
blink_freq_Eye,0.1015231988386499,0.1015231988386499
Arm_MDF_EMG,0.09378614307483953,0.09378614307483953
fixation_freq_Eye,0.09026040561315249,0.09026040561315249
avg_saccade_amp_deg_Eye,0.08464977473922376,0.08464977473922376
sampling_rate_est_Eye,0.07935585693757027,0.07935585693757027
主动_Psy,0.0787396225359523,0.0787396225359523
duration_sec_Eye,0.07824968916829257,0.07824968916829257
Pre_SBP_BPHR,0.07436305472273913,0.07436305472273913
short_blink_count_Eye,0.05941285031271123,0.05941285031271123
乐观_Psy,0.0545660637652332,0.0545660637652332
