Feature,Importance,AbsImportance
Mean_RR_ms_ECG,0.04590085229346955,0.04590085229346955
Resp_Mean_ECG,0.04202361893938955,0.04202361893938955
Arm_iEMG_EMG,0.04107446359329469,0.04107446359329469
Post_DBP_BPHR,0.04062375633180019,0.04062375633180019
Arm_MAV_EMG,0.03639694161881624,0.03639694161881624
奉献_Psy,0.03630010425199761,0.03630010425199761
Game5_LifeSum_Score,0.035894159232168564,0.035894159232168564
Neck_Max_Amp_EMG,0.03460457262222886,0.03460457262222886
HR_Mean_ECG,0.03406530421039205,0.03406530421039205
RMSSD_ms_ECG,0.033026072672088576,0.033026072672088576
avg_pupil_L_Eye,0.03241120541679621,0.03241120541679621
力量_Psy,0.03115581196580987,0.03115581196580987
Pre_SBP_BPHR,0.030271072271985316,0.030271072271985316
blink_freq_Eye,0.029553358311650065,0.029553358311650065
Post_HR_BPHR,0.02810332342712822,0.02810332342712822
blink_count_Eye,0.028079289887817886,0.028079289887817886
gaze_pitch_std_Eye,0.027059190917054422,0.027059190917054422
fixation_freq_Eye,0.02676500682702497,0.02676500682702497
Task4_BallAndRing_Score,0.02653224326865061,0.02653224326865061
Arm_RMS_EMG,0.026355170416045157,0.026355170416045157
sampling_rate_est_Eye,0.026353041422232586,0.026353041422232586
尽责性_Psy,0.025517111055847592,0.025517111055847592
主动_Psy,0.025444080870053055,0.025444080870053055
short_blink_count_Eye,0.02459338601200218,0.02459338601200218
SDNN_ms_ECG,0.024585257859392657,0.024585257859392657
Arm_MPF_EMG,0.023267418488435047,0.023267418488435047
HR_Std_ECG,0.023173618573907397,0.023173618573907397
心理弹性总分_Psy,0.021954216689238283,0.021954216689238283
乐观_Psy,0.021930719659609375,0.021930719659609375
Shooting_AvgScore_Score,0.02178820633825607,0.02178820633825607
n_peaks_ECG,0.020366599778227728,0.020366599778227728
Shooting_Accuracy_Score,0.01939652401893585,0.01939652401893585
乐业_Psy,0.019300948421254648,0.019300948421254648
进取_Psy,0.018371091599905645,0.018371091599905645
Arm_Max_Amp_EMG,0.017762260737093298,0.017762260737093298
