Feature,Importance,AbsImportance
blink_freq_Eye,0.3381193177832059,0.3381193177832059
Neck_Max_Amp_EMG,0.33764345009179325,0.33764345009179325
HR_Mean_ECG,0.30907695498959015,0.30907695498959015
Resp_Mean_ECG,0.29447791432509024,0.29447791432509024
Arm_iEMG_EMG,0.29107621843113546,0.29107621843113546
奉献_Psy,0.28522227382385096,0.28522227382385096
blink_count_Eye,0.28486800488132913,0.28486800488132913
Arm_MAV_EMG,0.24456943916463175,0.24456943916463175
SDNN_ms_ECG,0.18911665883238346,0.18911665883238346
Post_HR_BPHR,0.13756465125182044,0.13756465125182044
