Feature,Importance,AbsImportance
Neck_iEMG_EMG,0.38562921106706505,0.38562921106706505
Game5_LifeSum_Score,0.33093173240247403,0.33093173240247403
sampling_rate_est_Eye,0.3137292338992209,0.3137292338992209
宜人性_Psy,0.31103152882057844,0.31103152882057844
开放性_Psy,0.2996945573513574,0.2996945573513574
saccade_count_Eye,0.25490714500510214,0.25490714500510214
fixation_count_Eye,0.25490714500510214,0.25490714500510214
Pre_DBP_BPHR,0.2191781361976953,0.2191781361976953
Pre_SBP_BPHR,0.21067476188030174,0.21067476188030174
avg_pupil_R_Eye,0.17029627055536248,0.17029627055536248
神经质_Psy,0.16933092739722774,0.16933092739722774
fixation_freq_Eye,0.12779219842645453,0.12779219842645453
主动_Psy,0.10493535794045235,0.10493535794045235
gaze_pitch_std_Eye,0.08084688140500965,0.08084688140500965
avg_saccade_amp_deg_Eye,0.0690090746029478,0.0690090746029478
