Feature,Importance,AbsImportance
Game5_LifeSum_Score,0.40205895320781715,0.40205895320781715
Arm_MDF_EMG,0.3629453633568949,0.3629453633568949
saccade_count_Eye,0.2980288958650885,0.2980288958650885
fixation_count_Eye,0.2980288958650885,0.2980288958650885
sampling_rate_est_Eye,0.2738395251668684,0.2738395251668684
SDNN_ms_ECG,0.25760678172283025,0.25760678172283025
Neck_Max_Amp_EMG,0.25014392783141026,0.25014392783141026
Mean_RR_ms_ECG,0.24693417699601883,0.24693417699601883
外向性_Psy,0.2459865361243528,0.2459865361243528
神经质_Psy,0.24378686610805966,0.24378686610805966
Neck_iEMG_EMG,0.24073003513341298,0.24073003513341298
avg_pupil_R_Eye,0.23344420578271732,0.23344420578271732
Resp_Mean_ECG,0.2069628766264061,0.2069628766264061
Pre_DBP_BPHR,0.19949218705465713,0.19949218705465713
blink_freq_Eye,0.19935018953762898,0.19935018953762898
宜人性_Psy,0.19882963126799594,0.19882963126799594
开放性_Psy,0.19362734202403972,0.19362734202403972
fixation_freq_Eye,0.1860293223788014,0.1860293223788014
blink_count_Eye,0.171156002142375,0.171156002142375
尽责性_Psy,0.16223519229485578,0.16223519229485578
Pre_SBP_BPHR,0.14067960271744429,0.14067960271744429
duration_sec_Eye,0.10280423857542102,0.10280423857542102
avg_saccade_amp_deg_Eye,0.10211791297150045,0.10211791297150045
pNN50_pct_ECG,0.08928378931812671,0.08928378931812671
short_blink_count_Eye,0.045113903991837116,0.045113903991837116
gaze_pitch_std_Eye,0.03609376076881422,0.03609376076881422
avg_blink_dur_ms_Eye,0.03462568548167431,0.03462568548167431
主动_Psy,0.020032794705883747,0.020032794705883747
求精_Psy,0.01770661528448182,0.01770661528448182
力量_Psy,0.011890445724237808,0.011890445724237808
