Feature,Importance,AbsImportance
Arm_MDF_EMG,0.06306619791446763,0.06306619791446763
sampling_rate_est_Eye,0.05381779700623807,0.05381779700623807
主动_Psy,0.04263304486899737,0.04263304486899737
Neck_iEMG_EMG,0.032098197215100537,0.032098197215100537
宜人性_Psy,0.03143060715338493,0.03143060715338493
avg_saccade_amp_deg_Eye,0.02886105724149958,0.02886105724149958
外向性_Psy,0.028269007748493943,0.028269007748493943
Post_HR_BPHR,0.027120874381678914,0.027120874381678914
尽责性_Psy,0.02662432543097664,0.02662432543097664
Shooting_TotalScore_Score,0.026270942304148715,0.026270942304148715
fixation_freq_Eye,0.02626066535870666,0.02626066535870666
avg_pupil_L_Eye,0.02495197538206379,0.02495197538206379
avg_pupil_R_Eye,0.024563490045726097,0.024563490045726097
gaze_yaw_std_Eye,0.02455082694555069,0.02455082694555069
乐观_Psy,0.024281734925847617,0.024281734925847617
fixation_count_Eye,0.023797244583875755,0.023797244583875755
avg_blink_dur_ms_Eye,0.023447473358292715,0.023447473358292715
开放性_Psy,0.02327881263236506,0.02327881263236506
short_blink_count_Eye,0.02272741943087892,0.02272741943087892
Arm_iEMG_EMG,0.022709993004985406,0.022709993004985406
Shooting_Accuracy_Score,0.022674575210030697,0.022674575210030697
神经质_Psy,0.022060737046193338,0.022060737046193338
求精_Psy,0.021983025724229673,0.021983025724229673
saccade_count_Eye,0.021848178151264656,0.021848178151264656
Arm_RMS_EMG,0.021818560621721543,0.021818560621721543
Task4_NumberLine_Score,0.021514170406286698,0.021514170406286698
Arm_MAV_EMG,0.021404913864004782,0.021404913864004782
Shooting_AvgScore_Score,0.021120895212965216,0.021120895212965216
avg_fixation_dur_ms_Eye,0.020352591257147026,0.020352591257147026
gaze_pitch_std_Eye,0.02026360296741756,0.02026360296741756
Task4_Total_Score,0.020189729806896893,0.020189729806896893
Pre_HR_BPHR,0.0197076115227392,0.0197076115227392
Game5_LifeSum_Score,0.019386830112724032,0.019386830112724032
duration_sec_Eye,0.01863346824685799,0.01863346824685799
Task4_Accuracy_Score,0.018415862068778502,0.018415862068778502
Arm_MPF_EMG,0.01834491476758547,0.01834491476758547
Neck_MAV_EMG,0.01811186855175372,0.01811186855175372
坚韧_Psy,0.01796578403591216,0.01796578403591216
心理弹性总分_Psy,0.017645274576280044,0.017645274576280044
Task4_BallAndRing_Score,0.015795718915931744,0.015795718915931744
