Feature,Importance,AbsImportance
Mean_RR_ms_ECG,0.13131403061393712,0.13131403061393712
Resp_Mean_ECG,0.08705037008107602,0.08705037008107602
Arm_MAV_EMG,0.07904695370470415,0.07904695370470415
HR_Mean_ECG,0.07430706813124864,0.07430706813124864
Neck_Max_Amp_EMG,0.07364039985699367,0.07364039985699367
Arm_iEMG_EMG,0.0720171067300212,0.0720171067300212
Post_DBP_BPHR,0.06798336179211985,0.06798336179211985
Game5_LifeSum_Score,0.0668942046229356,0.0668942046229356
avg_pupil_L_Eye,0.05512863575725625,0.05512863575725625
奉献_Psy,0.044367716113106984,0.044367716113106984
gaze_pitch_std_Eye,0.03955479564088103,0.03955479564088103
RMSSD_ms_ECG,0.030790019662508973,0.030790019662508973
blink_count_Eye,0.029670166236807675,0.029670166236807675
Shooting_Accuracy_Score,0.026969779887255556,0.026969779887255556
心理弹性总分_Psy,0.02642925336630883,0.02642925336630883
乐观_Psy,0.025876494040966955,0.025876494040966955
SDNN_ms_ECG,0.020885236464622533,0.020885236464622533
Post_HR_BPHR,0.019423292020425535,0.019423292020425535
blink_freq_Eye,0.01540821496647057,0.01540821496647057
力量_Psy,0.013242900310353026,0.013242900310353026
