Feature,Importance,AbsImportance
Arm_MDF_EMG,0.157600270485406,0.157600270485406
HR_Mean_ECG,0.13930151224440415,0.13930151224440415
Game5_LifeSum_Score,0.1319478212700602,0.1319478212700602
sampling_rate_est_Eye,0.12196723708805202,0.12196723708805202
Neck_Max_Amp_EMG,0.10139261496770191,0.10139261496770191
Post_DBP_BPHR,0.09933222321873511,0.09933222321873511
blink_freq_Eye,0.09516202546545593,0.09516202546545593
avg_pupil_R_Eye,0.09297462062947856,0.09297462062947856
Arm_MAV_EMG,0.08669254425354983,0.08669254425354983
fixation_count_Eye,0.0848668250402612,0.0848668250402612
Neck_iEMG_EMG,0.08339417595220568,0.08339417595220568
乐观_Psy,0.081420123130273,0.081420123130273
saccade_count_Eye,0.08061179117183137,0.08061179117183137
开放性_Psy,0.0777773923398489,0.0777773923398489
avg_saccade_amp_deg_Eye,0.07687058084260336,0.07687058084260336
Post_HR_BPHR,0.06891147789738099,0.06891147789738099
blink_count_Eye,0.06697500418538246,0.06697500418538246
外向性_Psy,0.06310200189786079,0.06310200189786079
avg_pupil_L_Eye,0.06267975623994954,0.06267975623994954
Task4_Total_Score,0.05967953339287354,0.05967953339287354
Shooting_Accuracy_Score,0.057034120047055235,0.057034120047055235
fixation_freq_Eye,0.05629630571168326,0.05629630571168326
short_blink_count_Eye,0.05519508482225063,0.05519508482225063
主动_Psy,0.04592889424213917,0.04592889424213917
gaze_pitch_std_Eye,0.032931381687929855,0.032931381687929855
