Feature,Importance,AbsImportance
sampling_rate_est_Eye,0.1122627243467367,0.1122627243467367
Arm_MDF_EMG,0.10671900863913963,0.10671900863913963
fixation_freq_Eye,0.07121220177600565,0.07121220177600565
宜人性_Psy,0.0691290670519803,0.0691290670519803
主动_Psy,0.06775918243576998,0.06775918243576998
gaze_yaw_std_Eye,0.0638422501001995,0.0638422501001995
Shooting_TotalScore_Score,0.06335456187429808,0.06335456187429808
Neck_iEMG_EMG,0.06266022283833775,0.06266022283833775
乐观_Psy,0.06054003366366775,0.06054003366366775
Shooting_Accuracy_Score,0.058636699154840974,0.058636699154840974
Post_HR_BPHR,0.05691129685612527,0.05691129685612527
开放性_Psy,0.05644822503985805,0.05644822503985805
Task4_NumberLine_Score,0.05550157863092001,0.05550157863092001
avg_pupil_L_Eye,0.05384419482934582,0.05384419482934582
求精_Psy,0.041178752762774606,0.041178752762774606
