Feature,Importance,AbsImportance
Arm_MDF_EMG,0.10356372079528868,0.10356372079528868
sampling_rate_est_Eye,0.0845076158256319,0.0845076158256319
主动_Psy,0.05901865999823043,0.05901865999823043
宜人性_Psy,0.048095672158214475,0.048095672158214475
尽责性_Psy,0.04610943501580846,0.04610943501580846
Shooting_Accuracy_Score,0.042685536691460316,0.042685536691460316
avg_saccade_amp_deg_Eye,0.042559449242838596,0.042559449242838596
开放性_Psy,0.04192263633171296,0.04192263633171296
fixation_freq_Eye,0.0418400638934656,0.0418400638934656
Neck_iEMG_EMG,0.040704739567481524,0.040704739567481524
avg_pupil_L_Eye,0.037453149570357905,0.037453149570357905
Shooting_AvgScore_Score,0.037051630875742286,0.037051630875742286
Task4_Total_Score,0.03342811990606383,0.03342811990606383
乐观_Psy,0.032570528254927684,0.032570528254927684
avg_pupil_R_Eye,0.0324058776674873,0.0324058776674873
gaze_yaw_std_Eye,0.03194736683730606,0.03194736683730606
Arm_MAV_EMG,0.030919918696059066,0.030919918696059066
Shooting_TotalScore_Score,0.030258751204300438,0.030258751204300438
short_blink_count_Eye,0.028392425143242556,0.028392425143242556
Task4_NumberLine_Score,0.028231591789071375,0.028231591789071375
Game5_LifeSum_Score,0.028198119101875682,0.028198119101875682
求精_Psy,0.026272090774427916,0.026272090774427916
Post_HR_BPHR,0.02617987259921898,0.02617987259921898
gaze_pitch_std_Eye,0.02362669583468621,0.02362669583468621
avg_fixation_dur_ms_Eye,0.02205633222509978,0.02205633222509978
