Feature,Importance,AbsImportance
Arm_MDF_EMG,0.30735290498902423,0.30735290498902423
Game5_LifeSum_Score,0.2373584891746842,0.2373584891746842
sampling_rate_est_Eye,0.23251425018217572,0.23251425018217572
Neck_Max_Amp_EMG,0.1975070634466871,0.1975070634466871
fixation_count_Eye,0.14264255732321626,0.14264255732321626
saccade_count_Eye,0.14264255732321626,0.14264255732321626
乐观_Psy,0.13777840335059668,0.13777840335059668
blink_freq_Eye,0.12934831338393565,0.12934831338393565
Neck_iEMG_EMG,0.11952570838583597,0.11952570838583597
avg_pupil_L_Eye,0.10685905795541463,0.10685905795541463
Post_HR_BPHR,0.10504944764658146,0.10504944764658146
blink_count_Eye,0.07864043472748904,0.07864043472748904
主动_Psy,0.07858825228643097,0.07858825228643097
fixation_freq_Eye,0.0403037394397961,0.0403037394397961
Shooting_Accuracy_Score,0.03291239659757054,0.03291239659757054
