Feature,Importance,AbsImportance
Arm_iEMG_EMG,0.05954098261545693,0.05954098261545693
Neck_Max_Amp_EMG,0.05519106908825632,0.05519106908825632
Mean_RR_ms_ECG,0.051373240219919576,0.051373240219919576
HR_Mean_ECG,0.05090045433758107,0.05090045433758107
Arm_MAV_EMG,0.050408472621970665,0.050408472621970665
奉献_Psy,0.04928746258079907,0.04928746258079907
Post_DBP_BPHR,0.04875731926729497,0.04875731926729497
Resp_Mean_ECG,0.04682986410896651,0.04682986410896651
Game5_LifeSum_Score,0.04627272921544604,0.04627272921544604
gaze_pitch_std_Eye,0.04158180432018248,0.04158180432018248
avg_pupil_L_Eye,0.04155407030148048,0.04155407030148048
RMSSD_ms_ECG,0.04109628961049091,0.04109628961049091
Post_HR_BPHR,0.037188791553109425,0.037188791553109425
blink_freq_Eye,0.036687204125043206,0.036687204125043206
主动_Psy,0.03476369014161609,0.03476369014161609
尽责性_Psy,0.034696943168086886,0.034696943168086886
fixation_freq_Eye,0.03430152957391115,0.03430152957391115
SDNN_ms_ECG,0.03358043722423632,0.03358043722423632
sampling_rate_est_Eye,0.03350138731593606,0.03350138731593606
blink_count_Eye,0.03343348770696965,0.03343348770696965
力量_Psy,0.03233502298416981,0.03233502298416981
Shooting_Accuracy_Score,0.027057659449228538,0.027057659449228538
心理弹性总分_Psy,0.026964902008003163,0.026964902008003163
进取_Psy,0.026853031210784816,0.026853031210784816
乐观_Psy,0.02584215525105995,0.02584215525105995
