Feature,Importance,AbsImportance
Pre_SBP_BPHR,0.2696551104454682,0.2696551104454682
avg_saccade_amp_deg_Eye,0.15419913907007216,0.15419913907007216
avg_pupil_R_Eye,0.0875349860953317,0.0875349860953317
Arm_MDF_EMG,0.08734869596309724,0.08734869596309724
力量_Psy,0.08323426122855423,0.08323426122855423
Post_SBP_BPHR,0.07818334406009594,0.07818334406009594
sampling_rate_est_Eye,0.06807815630667913,0.06807815630667913
n_peaks_ECG,0.06274058754650819,0.06274058754650819
avg_blink_dur_ms_Eye,0.05671409933927182,0.05671409933927182
Pre_DBP_BPHR,0.05231161994492143,0.05231161994492143
