Feature,Importance,AbsImportance
sampling_rate_est_Eye,0.10475386473598652,0.10475386473598652
Arm_MDF_EMG,0.09647257012969464,0.09647257012969464
fixation_freq_Eye,0.06071012424530279,0.06071012424530279
avg_pupil_L_Eye,0.05590915932402251,0.05590915932402251
Neck_iEMG_EMG,0.05399764201848819,0.05399764201848819
尽责性_Psy,0.05206268723219425,0.05206268723219425
宜人性_Psy,0.0518298510941266,0.0518298510941266
主动_Psy,0.049136816604835536,0.049136816604835536
Task4_NumberLine_Score,0.04899099979145638,0.04899099979145638
Shooting_TotalScore_Score,0.04878080630563098,0.04878080630563098
avg_pupil_R_Eye,0.04855211950891002,0.04855211950891002
乐观_Psy,0.0450462733451621,0.0450462733451621
求精_Psy,0.0431234906622847,0.0431234906622847
Post_HR_BPHR,0.04276599993145333,0.04276599993145333
Shooting_Accuracy_Score,0.040304335004046656,0.040304335004046656
开放性_Psy,0.03438988704315258,0.03438988704315258
gaze_pitch_std_Eye,0.03346559284883258,0.03346559284883258
gaze_yaw_std_Eye,0.033258535075938955,0.033258535075938955
Shooting_AvgScore_Score,0.03196019101657258,0.03196019101657258
avg_fixation_dur_ms_Eye,0.024489054081908025,0.024489054081908025
